,X,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
27655,ALDOA.7,2.99E-30,1.069290338,0.219,0.146,1.85E-25,A-Propr.HAPLN4,ALDOA
27656,MAP7D1.4,3.47E-30,-0.317788568,0.807,0.854,2.14E-25,A-Propr.HAPLN4,MAP7D1
27657,DDX5.8,5.62E-30,-0.279757127,0.496,0.617,3.47E-25,A-Propr.HAPLN4,DDX5
27658,COX7C.7,5.91E-30,0.539000169,0.598,0.588,3.65E-25,A-Propr.HAPLN4,COX7C
27659,PITRM1.8,6.73E-30,0.307383056,0.679,0.664,4.16E-25,A-Propr.HAPLN4,PITRM1
27660,FCGRT,8.90E-30,0.252385214,0.217,0.145,5.50E-25,A-Propr.HAPLN4,FCGRT
27661,STMN3.5,1.27E-29,-0.306051268,0.881,0.888,7.85E-25,A-Propr.HAPLN4,STMN3
27662,UBA52.6,1.50E-29,0.394716563,0.61,0.588,9.25E-25,A-Propr.HAPLN4,UBA52
27663,BCCIP.1,1.55E-29,0.378291279,0.379,0.324,9.57E-25,A-Propr.HAPLN4,BCCIP
27664,POLDIP2.4,1.87E-29,0.359610908,0.604,0.579,1.15E-24,A-Propr.HAPLN4,POLDIP2
27665,ATP5E.2,2.01E-29,0.445395421,0.144,0.082,1.24E-24,A-Propr.HAPLN4,ATP5E
27666,FAU.6,3.15E-29,0.503722274,0.226,0.153,1.95E-24,A-Propr.HAPLN4,FAU
27667,MRPL34.1,3.33E-29,0.294366142,0.169,0.104,2.06E-24,A-Propr.HAPLN4,MRPL34
27668,MRPL57,4.08E-29,0.258171584,0.169,0.104,2.53E-24,A-Propr.HAPLN4,MRPL57
27669,C12orf10.2,4.62E-29,0.289671857,0.237,0.161,2.86E-24,A-Propr.HAPLN4,C12orf10
27670,USMG5,4.68E-29,0.261340812,0.124,0.067,2.89E-24,A-Propr.HAPLN4,USMG5
27671,MYT1L.5,5.03E-29,-0.314280621,0.041,0.11,3.11E-24,A-Propr.HAPLN4,MYT1L
27672,TIMM8B.1,5.13E-29,0.41993029,0.411,0.359,3.17E-24,A-Propr.HAPLN4,TIMM8B
27673,RPL7A.6,8.36E-29,0.448641989,0.231,0.157,5.17E-24,A-Propr.HAPLN4,RPL7A
27674,COQ8A.1,8.46E-29,0.318101815,0.325,0.261,5.23E-24,A-Propr.HAPLN4,COQ8A
27675,KIAA1549L,1.14E-28,0.281743716,0.273,0.209,7.02E-24,A-Propr.HAPLN4,KIAA1549L
27676,RPS7.4,1.60E-28,0.323666039,0.204,0.132,9.90E-24,A-Propr.HAPLN4,RPS7
27677,ABCC5.6,2.59E-28,0.300244739,0.687,0.686,1.60E-23,A-Propr.HAPLN4,ABCC5
27678,DNAJB4.5,2.75E-28,0.403814525,0.521,0.497,1.70E-23,A-Propr.HAPLN4,DNAJB4
27679,PIEZO2.10,2.75E-28,-0.5879264,0.606,0.648,1.70E-23,A-Propr.HAPLN4,PIEZO2
27680,VDAC1.6,3.50E-28,0.330622071,0.607,0.583,2.16E-23,A-Propr.HAPLN4,VDAC1
27681,NACC2.8,4.64E-28,0.336955076,0.631,0.606,2.87E-23,A-Propr.HAPLN4,NACC2
27682,PSMD6.2,4.94E-28,0.326470651,0.614,0.6,3.06E-23,A-Propr.HAPLN4,PSMD6
27683,TIMP4.4,5.10E-28,0.29964481,0.325,0.248,3.15E-23,A-Propr.HAPLN4,TIMP4
27684,RPLP1.9,5.16E-28,0.630387533,0.256,0.182,3.19E-23,A-Propr.HAPLN4,RPLP1
27685,RPS19BP1.3,6.15E-28,0.349540296,0.189,0.121,3.80E-23,A-Propr.HAPLN4,RPS19BP1
27686,CHST15.8,6.63E-28,0.274600518,0.381,0.31,4.10E-23,A-Propr.HAPLN4,CHST15
27687,GAS7.5,7.31E-28,0.356567463,0.372,0.294,4.52E-23,A-Propr.HAPLN4,GAS7
27688,LINGO1.7,7.62E-28,-0.280655996,0.499,0.61,4.71E-23,A-Propr.HAPLN4,LINGO1
27689,BNIP3.7,8.25E-28,0.394810234,0.237,0.162,5.10E-23,A-Propr.HAPLN4,BNIP3
27690,PDK4,9.09E-28,0.315734226,0.212,0.143,5.62E-23,A-Propr.HAPLN4,PDK4
27691,TRIO.7,9.17E-28,-0.259024828,0.258,0.37,5.67E-23,A-Propr.HAPLN4,TRIO
27692,A2M.1,1.02E-27,0.300253985,0.299,0.226,6.31E-23,A-Propr.HAPLN4,A2M
27693,LHFPL6.6,1.05E-27,0.27203997,0.419,0.348,6.49E-23,A-Propr.HAPLN4,LHFPL6
27694,ATP2B2.10,1.06E-27,0.326993863,0.585,0.546,6.56E-23,A-Propr.HAPLN4,ATP2B2
27695,MYO9A.4,1.25E-27,-0.251838943,0.596,0.707,7.70E-23,A-Propr.HAPLN4,MYO9A
27696,RPL41.5,1.32E-27,0.698240676,0.233,0.162,8.17E-23,A-Propr.HAPLN4,RPL41
27697,ATP6V1F.5,1.71E-27,0.380414368,0.55,0.521,1.06E-22,A-Propr.HAPLN4,ATP6V1F
27698,RPS11.4,2.07E-27,0.38952239,0.21,0.141,1.28E-22,A-Propr.HAPLN4,RPS11
27699,PYGB.5,2.23E-27,0.283344887,0.853,0.859,1.38E-22,A-Propr.HAPLN4,PYGB
27700,RPS4X.3,2.53E-27,0.365122574,0.197,0.129,1.56E-22,A-Propr.HAPLN4,RPS4X
27701,RPS14.3,3.64E-27,0.413871787,0.223,0.152,2.25E-22,A-Propr.HAPLN4,RPS14
27702,RPL13A.3,3.89E-27,0.321508818,0.219,0.147,2.41E-22,A-Propr.HAPLN4,RPL13A
27703,PRCP.6,4.18E-27,0.345021274,0.463,0.427,2.58E-22,A-Propr.HAPLN4,PRCP
27704,MGAT5.5,5.15E-27,0.343527271,0.56,0.54,3.18E-22,A-Propr.HAPLN4,MGAT5
27705,RPS13.4,5.20E-27,0.355714601,0.203,0.133,3.21E-22,A-Propr.HAPLN4,RPS13
27706,RPL8.7,5.23E-27,0.595499572,0.237,0.167,3.23E-22,A-Propr.HAPLN4,RPL8
27707,CCM2.2,5.34E-27,0.345099383,0.63,0.639,3.30E-22,A-Propr.HAPLN4,CCM2
27708,CSRP1.4,5.87E-27,0.2656461,0.748,0.708,3.63E-22,A-Propr.HAPLN4,CSRP1
27709,RGS2,6.14E-27,0.311441811,0.296,0.229,3.79E-22,A-Propr.HAPLN4,RGS2
27710,DPYD.9,8.50E-27,-0.284005099,0.141,0.234,5.25E-22,A-Propr.HAPLN4,DPYD
27711,PMP2.1,1.08E-26,0.257444976,0.256,0.182,6.70E-22,A-Propr.HAPLN4,PMP2
27712,RPS27A.7,1.14E-26,0.519711203,0.23,0.159,7.03E-22,A-Propr.HAPLN4,RPS27A
27713,PFKM.6,1.77E-26,0.276977255,0.823,0.803,1.09E-21,A-Propr.HAPLN4,PFKM
27714,GRSF1.4,1.97E-26,0.302410914,0.623,0.608,1.22E-21,A-Propr.HAPLN4,GRSF1
27715,USP8.2,2.01E-26,0.36036926,0.504,0.474,1.24E-21,A-Propr.HAPLN4,USP8
27716,AES,2.15E-26,0.469159426,0.142,0.086,1.33E-21,A-Propr.HAPLN4,AES
27717,NDUFS8.4,2.39E-26,0.450068771,0.499,0.475,1.48E-21,A-Propr.HAPLN4,NDUFS8
27718,SPCS3.5,2.56E-26,0.33170098,0.526,0.492,1.58E-21,A-Propr.HAPLN4,SPCS3
27719,AKR1C1.6,5.27E-26,-0.2602674,0.147,0.24,3.26E-21,A-Propr.HAPLN4,AKR1C1
27720,CMIP.9,5.82E-26,0.265870291,0.781,0.791,3.60E-21,A-Propr.HAPLN4,CMIP
27721,ENSA.2,6.56E-26,0.34197347,0.487,0.449,4.06E-21,A-Propr.HAPLN4,ENSA
27722,C1orf21.10,6.91E-26,0.284547855,0.628,0.596,4.27E-21,A-Propr.HAPLN4,C1orf21
27723,GLRB.2,7.27E-26,0.407818153,0.483,0.467,4.49E-21,A-Propr.HAPLN4,GLRB
27724,HS3ST5.8,7.91E-26,-0.259822101,0.289,0.405,4.89E-21,A-Propr.HAPLN4,HS3ST5
27725,CCT6A.4,9.56E-26,0.287815076,0.672,0.662,5.91E-21,A-Propr.HAPLN4,CCT6A
27726,TRIP10.4,9.94E-26,0.359226522,0.348,0.29,6.14E-21,A-Propr.HAPLN4,TRIP10
27727,COL6A1.9,1.01E-25,-0.431457991,0.46,0.573,6.24E-21,A-Propr.HAPLN4,COL6A1
27728,MICALL2.10,1.33E-25,-0.424389102,0.276,0.382,8.24E-21,A-Propr.HAPLN4,MICALL2
27729,PLP1.5,1.36E-25,0.261564423,0.418,0.348,8.38E-21,A-Propr.HAPLN4,PLP1
27730,HCN1.7,1.42E-25,-0.315901298,0.596,0.727,8.77E-21,A-Propr.HAPLN4,HCN1
27731,ANKRD9.5,1.62E-25,0.394501755,0.482,0.453,1.00E-20,A-Propr.HAPLN4,ANKRD9
27732,KIAA0513.7,2.52E-25,0.310575745,0.852,0.853,1.56E-20,A-Propr.HAPLN4,KIAA0513
27733,CTNND2.5,2.66E-25,-0.26718925,0.388,0.506,1.65E-20,A-Propr.HAPLN4,CTNND2
27734,SEPTIN4.5,2.69E-25,0.376882479,0.558,0.53,1.66E-20,A-Propr.HAPLN4,SEPTIN4
27735,NDUFA2.5,2.70E-25,0.336599918,0.59,0.569,1.67E-20,A-Propr.HAPLN4,NDUFA2
27736,NCAM1.6,4.15E-25,-0.343907953,0.728,0.766,2.56E-20,A-Propr.HAPLN4,NCAM1
27737,RPL32.5,4.99E-25,0.433843138,0.219,0.151,3.08E-20,A-Propr.HAPLN4,RPL32
27738,CACYBP.3,5.22E-25,0.258989789,0.189,0.123,3.23E-20,A-Propr.HAPLN4,CACYBP
27739,UBL3.7,5.36E-25,0.335952792,0.549,0.52,3.31E-20,A-Propr.HAPLN4,UBL3
27740,RPL28.5,5.51E-25,0.519365867,0.233,0.165,3.41E-20,A-Propr.HAPLN4,RPL28
27741,SELENOW.5,7.24E-25,0.309021679,0.782,0.772,4.47E-20,A-Propr.HAPLN4,SELENOW
27742,MLST8.2,9.53E-25,0.344160263,0.459,0.421,5.89E-20,A-Propr.HAPLN4,MLST8
27743,EEF1D,1.08E-24,0.284178406,0.173,0.112,6.70E-20,A-Propr.HAPLN4,EEF1D
27744,PYURF.2,1.28E-24,0.36219585,0.461,0.429,7.92E-20,A-Propr.HAPLN4,PYURF
27745,KIT.10,1.37E-24,-0.282002903,0.048,0.112,8.49E-20,A-Propr.HAPLN4,KIT
27746,RPL23A.2,2.54E-24,0.265138274,0.192,0.127,1.57E-19,A-Propr.HAPLN4,RPL23A
27747,RPS6.3,2.83E-24,0.378615139,0.199,0.135,1.75E-19,A-Propr.HAPLN4,RPS6
27748,SELENOK.1,2.89E-24,0.346348066,0.415,0.37,1.78E-19,A-Propr.HAPLN4,SELENOK
27749,NORAD.4,3.21E-24,0.252388344,0.192,0.124,1.99E-19,A-Propr.HAPLN4,NORAD
27750,MRPS34.1,3.22E-24,0.258452112,0.168,0.109,1.99E-19,A-Propr.HAPLN4,MRPS34
27751,RPS23.3,3.85E-24,0.320106198,0.206,0.139,2.38E-19,A-Propr.HAPLN4,RPS23
27752,MRPL41.3,4.61E-24,0.473147505,0.211,0.149,2.85E-19,A-Propr.HAPLN4,MRPL41
27753,ECSIT.4,5.25E-24,0.335693672,0.585,0.571,3.24E-19,A-Propr.HAPLN4,ECSIT
27754,CHST8.8,6.30E-24,0.282283191,0.56,0.523,3.89E-19,A-Propr.HAPLN4,CHST8
27755,RPL4.2,6.51E-24,0.329840972,0.199,0.134,4.02E-19,A-Propr.HAPLN4,RPL4
27756,SOD1.7,6.95E-24,0.343532783,0.849,0.843,4.29E-19,A-Propr.HAPLN4,SOD1
27757,MPZ.6,7.59E-24,0.335633851,0.505,0.443,4.69E-19,A-Propr.HAPLN4,MPZ
27758,IFITM2,8.32E-24,0.329125358,0.234,0.17,5.14E-19,A-Propr.HAPLN4,IFITM2
27759,CKMT1A.5,8.79E-24,0.35825565,0.654,0.641,5.43E-19,A-Propr.HAPLN4,CKMT1A
27760,LPGAT1.5,1.02E-23,0.364249855,0.481,0.45,6.29E-19,A-Propr.HAPLN4,LPGAT1
27761,NRXN2.6,1.17E-23,0.348486848,0.633,0.624,7.22E-19,A-Propr.HAPLN4,NRXN2
27762,RPL14.5,1.54E-23,0.400240826,0.219,0.153,9.54E-19,A-Propr.HAPLN4,RPL14
27763,NARS.6,1.91E-23,0.318960065,0.298,0.223,1.18E-18,A-Propr.HAPLN4,NARS
27764,TPST2,1.96E-23,0.287052568,0.298,0.242,1.21E-18,A-Propr.HAPLN4,TPST2
27765,CISD1.3,2.00E-23,0.333869041,0.632,0.635,1.24E-18,A-Propr.HAPLN4,CISD1
27766,ZNHIT1.3,2.02E-23,0.366116391,0.497,0.47,1.25E-18,A-Propr.HAPLN4,ZNHIT1
27767,RBMS3.7,2.06E-23,-0.378021303,0.47,0.578,1.27E-18,A-Propr.HAPLN4,RBMS3
27768,RPS12.2,2.73E-23,0.28289329,0.195,0.13,1.69E-18,A-Propr.HAPLN4,RPS12
27769,IMPDH1.9,2.92E-23,0.427176079,0.53,0.528,1.81E-18,A-Propr.HAPLN4,IMPDH1
27770,RNF130.4,3.39E-23,0.282990111,0.635,0.638,2.10E-18,A-Propr.HAPLN4,RNF130
27771,CAPZA2.4,3.64E-23,0.334267145,0.598,0.586,2.25E-18,A-Propr.HAPLN4,CAPZA2
27772,ABCA8.5,3.67E-23,0.292392157,0.342,0.27,2.27E-18,A-Propr.HAPLN4,ABCA8
27773,CDK16.3,4.13E-23,0.308316397,0.646,0.639,2.55E-18,A-Propr.HAPLN4,CDK16
27774,COX7A2L,4.44E-23,0.308281075,0.55,0.518,2.75E-18,A-Propr.HAPLN4,COX7A2L
27775,EPB41L2.2,4.61E-23,0.259786485,0.279,0.211,2.85E-18,A-Propr.HAPLN4,EPB41L2
27776,RPL35A.3,5.07E-23,0.310129234,0.203,0.137,3.13E-18,A-Propr.HAPLN4,RPL35A
27777,SAMHD1.2,5.40E-23,0.370022572,0.553,0.523,3.34E-18,A-Propr.HAPLN4,SAMHD1
27778,RPL15.6,5.74E-23,0.416501918,0.231,0.164,3.55E-18,A-Propr.HAPLN4,RPL15
27779,PLS1,6.77E-23,0.298375919,0.331,0.275,4.18E-18,A-Propr.HAPLN4,PLS1
27780,NDUFV3,7.66E-23,0.347316358,0.554,0.551,4.73E-18,A-Propr.HAPLN4,NDUFV3
27781,PFN2.5,8.06E-23,0.359401169,0.767,0.799,4.98E-18,A-Propr.HAPLN4,PFN2
27782,EPHX1.10,8.56E-23,-0.473076702,0.846,0.852,5.29E-18,A-Propr.HAPLN4,EPHX1
27783,STIP1.1,9.38E-23,0.350331232,0.48,0.459,5.80E-18,A-Propr.HAPLN4,STIP1
27784,RPS8.4,9.75E-23,0.454146724,0.212,0.149,6.03E-18,A-Propr.HAPLN4,RPS8
27785,SORT1.2,1.05E-22,0.317814432,0.531,0.52,6.49E-18,A-Propr.HAPLN4,SORT1
27786,ELL2.1,1.08E-22,0.344658778,0.47,0.432,6.65E-18,A-Propr.HAPLN4,ELL2
27787,RPL36AL.2,1.36E-22,0.296323601,0.181,0.121,8.39E-18,A-Propr.HAPLN4,RPL36AL
27788,MYO5A.2,1.55E-22,0.305430234,0.675,0.689,9.60E-18,A-Propr.HAPLN4,MYO5A
27789,RPS9.3,2.71E-22,0.360567928,0.207,0.144,1.67E-17,A-Propr.HAPLN4,RPS9
27790,WDR41.3,2.71E-22,0.364506892,0.479,0.45,1.68E-17,A-Propr.HAPLN4,WDR41
27791,PACSIN1.2,3.79E-22,0.392355009,0.483,0.452,2.34E-17,A-Propr.HAPLN4,PACSIN1
27792,PEG10.9,4.43E-22,0.28309885,0.556,0.517,2.74E-17,A-Propr.HAPLN4,PEG10
27793,CDO1.1,4.57E-22,0.27632907,0.276,0.218,2.83E-17,A-Propr.HAPLN4,CDO1
27794,PPIF.4,4.85E-22,0.274111971,0.418,0.369,3.00E-17,A-Propr.HAPLN4,PPIF
27795,SLC25A11.5,4.86E-22,0.320279619,0.619,0.59,3.00E-17,A-Propr.HAPLN4,SLC25A11
27796,RPS19.3,5.26E-22,0.326122786,0.218,0.153,3.25E-17,A-Propr.HAPLN4,RPS19
27797,IDH3B.5,5.53E-22,0.290335031,0.663,0.659,3.42E-17,A-Propr.HAPLN4,IDH3B
27798,RPS24.5,5.58E-22,0.346374723,0.224,0.158,3.45E-17,A-Propr.HAPLN4,RPS24
27799,FAM155A.10,6.43E-22,-0.992906507,0.082,0.148,3.98E-17,A-Propr.HAPLN4,FAM155A
27800,TMEM70.1,6.90E-22,0.328613159,0.443,0.412,4.27E-17,A-Propr.HAPLN4,TMEM70
27801,SMAP2.1,7.09E-22,0.350861521,0.456,0.425,4.38E-17,A-Propr.HAPLN4,SMAP2
27802,TKT.5,8.40E-22,0.318729994,0.226,0.159,5.19E-17,A-Propr.HAPLN4,TKT
27803,GARS.5,9.17E-22,0.28078854,0.247,0.181,5.67E-17,A-Propr.HAPLN4,GARS
27804,CUEDC2.2,1.01E-21,0.320737985,0.563,0.548,6.22E-17,A-Propr.HAPLN4,CUEDC2
27805,RPL38.3,1.29E-21,0.284858088,0.205,0.14,7.95E-17,A-Propr.HAPLN4,RPL38
27806,DDT.1,1.30E-21,0.399481515,0.542,0.532,8.03E-17,A-Propr.HAPLN4,DDT
27807,PLEKHD1.8,1.55E-21,0.278451485,0.407,0.343,9.57E-17,A-Propr.HAPLN4,PLEKHD1
27808,CST3.8,2.12E-21,-0.286370117,0.697,0.766,1.31E-16,A-Propr.HAPLN4,CST3
27809,HDHD2.4,2.18E-21,0.362431451,0.518,0.499,1.35E-16,A-Propr.HAPLN4,HDHD2
27810,ACO2.2,2.22E-21,0.321890425,0.572,0.579,1.37E-16,A-Propr.HAPLN4,ACO2
27811,S100A10.5,2.50E-21,-0.259542282,0.966,0.96,1.55E-16,A-Propr.HAPLN4,S100A10
27812,ONECUT1.4,3.15E-21,0.319341717,0.269,0.21,1.94E-16,A-Propr.HAPLN4,ONECUT1
27813,GBA2.3,3.37E-21,0.323366812,0.52,0.502,2.08E-16,A-Propr.HAPLN4,GBA2
27814,RPL36.3,3.42E-21,0.385311944,0.204,0.143,2.12E-16,A-Propr.HAPLN4,RPL36
27815,DUSP15.1,3.58E-21,0.303628519,0.333,0.279,2.21E-16,A-Propr.HAPLN4,DUSP15
27816,RPLP2.6,3.92E-21,0.376208824,0.228,0.165,2.43E-16,A-Propr.HAPLN4,RPLP2
27817,MORF4L1.3,4.07E-21,0.335475037,0.502,0.467,2.52E-16,A-Propr.HAPLN4,MORF4L1
27818,ZFP36L1.1,4.11E-21,0.296128023,0.275,0.212,2.54E-16,A-Propr.HAPLN4,ZFP36L1
27819,NDUFB2.5,4.90E-21,0.423418428,0.456,0.428,3.03E-16,A-Propr.HAPLN4,NDUFB2
27820,ADAM23.7,5.19E-21,0.250876553,0.827,0.831,3.21E-16,A-Propr.HAPLN4,ADAM23
27821,RPS25.2,5.40E-21,0.261595125,0.192,0.131,3.34E-16,A-Propr.HAPLN4,RPS25
27822,SLC35A4.1,6.60E-21,0.334043269,0.431,0.391,4.08E-16,A-Propr.HAPLN4,SLC35A4
27823,FCGBP,6.97E-21,0.413700359,0.258,0.2,4.31E-16,A-Propr.HAPLN4,FCGBP
27824,RAB3GAP2,7.37E-21,0.357352721,0.56,0.557,4.55E-16,A-Propr.HAPLN4,RAB3GAP2
27825,GAPDH.10,7.71E-21,0.575339567,0.271,0.203,4.77E-16,A-Propr.HAPLN4,GAPDH
27826,METRN,8.75E-21,0.279616397,0.263,0.203,5.41E-16,A-Propr.HAPLN4,METRN
27827,PALM2-AKAP2.4,8.87E-21,-0.252659398,0.094,0.162,5.48E-16,A-Propr.HAPLN4,PALM2-AKAP2
27828,MRPS21.1,9.69E-21,0.306362657,0.191,0.134,5.99E-16,A-Propr.HAPLN4,MRPS21
27829,DPH3.2,1.09E-20,0.362206161,0.477,0.447,6.71E-16,A-Propr.HAPLN4,DPH3
27830,RPL37.2,1.13E-20,0.323940799,0.204,0.144,6.99E-16,A-Propr.HAPLN4,RPL37
27831,BUD31.1,1.48E-20,0.322253671,0.452,0.42,9.18E-16,A-Propr.HAPLN4,BUD31
27832,RAN.8,2.02E-20,0.292863551,0.215,0.151,1.25E-15,A-Propr.HAPLN4,RAN
27833,GATM,2.07E-20,0.284965487,0.272,0.212,1.28E-15,A-Propr.HAPLN4,GATM
27834,DBI.2,2.62E-20,0.381726736,0.395,0.351,1.62E-15,A-Propr.HAPLN4,DBI
27835,RPS15.6,2.69E-20,0.38615389,0.223,0.161,1.66E-15,A-Propr.HAPLN4,RPS15
27836,EIF5A2.4,3.14E-20,0.301653844,0.458,0.417,1.94E-15,A-Propr.HAPLN4,EIF5A2
27837,RPS28.5,3.26E-20,0.379364795,0.238,0.175,2.01E-15,A-Propr.HAPLN4,RPS28
27838,CLTC.7,3.62E-20,0.446829737,0.582,0.575,2.24E-15,A-Propr.HAPLN4,CLTC
27839,DEPRECATED-ENSG00000177098.9,3.95E-20,-0.274104713,0.52,0.624,2.44E-15,A-Propr.HAPLN4,DEPRECATED-ENSG00000177098
27840,ABHD8,4.56E-20,0.309095541,0.344,0.298,2.82E-15,A-Propr.HAPLN4,ABHD8
27841,SRP14.8,4.91E-20,0.389389044,0.242,0.176,3.03E-15,A-Propr.HAPLN4,SRP14
27842,SDR39U1.1,5.46E-20,0.32612905,0.465,0.434,3.38E-15,A-Propr.HAPLN4,SDR39U1
27843,NDUFA3,6.32E-20,0.306961389,0.587,0.597,3.91E-15,A-Propr.HAPLN4,NDUFA3
27844,NAA20.2,7.26E-20,0.320654843,0.441,0.41,4.49E-15,A-Propr.HAPLN4,NAA20
27845,RPL18.3,9.04E-20,0.353903409,0.215,0.155,5.59E-15,A-Propr.HAPLN4,RPL18
27846,CDKN2AIPNL,1.02E-19,0.266053998,0.331,0.282,6.28E-15,A-Propr.HAPLN4,CDKN2AIPNL
27847,RPS3.2,1.02E-19,0.373188531,0.198,0.141,6.32E-15,A-Propr.HAPLN4,RPS3
27848,PDRG1.3,1.17E-19,0.310943631,0.484,0.46,7.25E-15,A-Propr.HAPLN4,PDRG1
27849,RPL35.3,1.18E-19,0.310660871,0.217,0.155,7.30E-15,A-Propr.HAPLN4,RPL35
27850,FGF12.8,1.35E-19,-0.517240358,0.581,0.67,8.36E-15,A-Propr.HAPLN4,FGF12
27851,SIKE1,1.43E-19,0.3859918,0.437,0.406,8.84E-15,A-Propr.HAPLN4,SIKE1
27852,UBAC1.4,1.45E-19,0.298841807,0.48,0.452,8.93E-15,A-Propr.HAPLN4,UBAC1
27853,SLC7A8.5,1.76E-19,0.268598381,0.301,0.245,1.09E-14,A-Propr.HAPLN4,SLC7A8
27854,AP5M1.2,1.81E-19,0.365644517,0.434,0.408,1.12E-14,A-Propr.HAPLN4,AP5M1
27855,ATP5MC1.3,1.82E-19,0.450240488,0.357,0.319,1.12E-14,A-Propr.HAPLN4,ATP5MC1
27856,TXNL4A.1,1.96E-19,0.325502387,0.606,0.615,1.21E-14,A-Propr.HAPLN4,TXNL4A
27857,RIPPLY2,2.68E-19,0.259081085,0.199,0.146,1.66E-14,A-Propr.HAPLN4,RIPPLY2
27858,C6orf136,2.79E-19,0.307701064,0.43,0.399,1.72E-14,A-Propr.HAPLN4,C6orf136
27859,C11orf87.6,2.86E-19,0.323539889,0.323,0.271,1.77E-14,A-Propr.HAPLN4,C11orf87
27860,IDH2,2.88E-19,0.300800747,0.319,0.275,1.78E-14,A-Propr.HAPLN4,IDH2
27861,GNAS.7,3.07E-19,0.613593849,0.251,0.194,1.90E-14,A-Propr.HAPLN4,GNAS
27862,OGDH.3,3.33E-19,0.278770183,0.683,0.695,2.06E-14,A-Propr.HAPLN4,OGDH
27863,ITGB8.2,3.56E-19,0.333772783,0.25,0.19,2.20E-14,A-Propr.HAPLN4,ITGB8
27864,LGI4.4,3.74E-19,0.324718992,0.32,0.261,2.31E-14,A-Propr.HAPLN4,LGI4
27865,EEF1B2.2,4.63E-19,0.343288705,0.417,0.384,2.86E-14,A-Propr.HAPLN4,EEF1B2
27866,CSDE1.3,4.75E-19,0.253846643,0.648,0.642,2.94E-14,A-Propr.HAPLN4,CSDE1
27867,OAZ1.5,5.52E-19,0.280181489,0.811,0.851,3.41E-14,A-Propr.HAPLN4,OAZ1
27868,GAS6.9,5.62E-19,0.259965564,0.671,0.688,3.47E-14,A-Propr.HAPLN4,GAS6
27869,CSMD1.11,6.50E-19,-0.830515095,0.236,0.321,4.02E-14,A-Propr.HAPLN4,CSMD1
27870,ARL6IP1.3,6.58E-19,0.305709279,0.683,0.712,4.07E-14,A-Propr.HAPLN4,ARL6IP1
27871,AUH.3,7.89E-19,0.300422927,0.562,0.549,4.88E-14,A-Propr.HAPLN4,AUH
27872,RPL10.6,8.30E-19,0.551129065,0.218,0.16,5.13E-14,A-Propr.HAPLN4,RPL10
27873,B3GAT3.5,8.33E-19,0.277438581,0.614,0.63,5.15E-14,A-Propr.HAPLN4,B3GAT3
27874,RPL39.2,8.75E-19,0.259424865,0.188,0.132,5.41E-14,A-Propr.HAPLN4,RPL39
27875,ANXA3.11,8.90E-19,-0.251613616,0.247,0.325,5.50E-14,A-Propr.HAPLN4,ANXA3
27876,C19orf53.4,1.30E-18,0.428147727,0.418,0.388,8.02E-14,A-Propr.HAPLN4,C19orf53
27877,C15orf61,2.23E-18,0.270349776,0.298,0.25,1.38E-13,A-Propr.HAPLN4,C15orf61
27878,KCTD20.1,2.97E-18,0.365205368,0.506,0.5,1.83E-13,A-Propr.HAPLN4,KCTD20
27879,B4GALT6.4,3.95E-18,0.318189745,0.348,0.304,2.44E-13,A-Propr.HAPLN4,B4GALT6
27880,MIAT.9,4.80E-18,-0.523947301,0.069,0.124,2.97E-13,A-Propr.HAPLN4,MIAT
27881,SIRT2,5.31E-18,0.329970539,0.471,0.451,3.28E-13,A-Propr.HAPLN4,SIRT2
27882,SSH2.8,5.90E-18,-0.259614635,0.146,0.219,3.65E-13,A-Propr.HAPLN4,SSH2
27883,TAX1BP1.3,6.11E-18,0.308132993,0.602,0.604,3.78E-13,A-Propr.HAPLN4,TAX1BP1
27884,NDUFB11.4,7.98E-18,0.372293275,0.501,0.488,4.93E-13,A-Propr.HAPLN4,NDUFB11
27885,AGPAT5,9.94E-18,0.348362508,0.471,0.462,6.14E-13,A-Propr.HAPLN4,AGPAT5
27886,RPL13.4,1.11E-17,0.389534854,0.235,0.177,6.86E-13,A-Propr.HAPLN4,RPL13
27887,RPL34.4,1.16E-17,0.277143572,0.204,0.147,7.15E-13,A-Propr.HAPLN4,RPL34
27888,INTS11.10,1.30E-17,-0.323777099,0.417,0.505,8.01E-13,A-Propr.HAPLN4,INTS11
27889,PRDX3.4,1.68E-17,0.28962772,0.394,0.348,1.04E-12,A-Propr.HAPLN4,PRDX3
27890,SCYL1.4,1.92E-17,0.316242203,0.585,0.58,1.18E-12,A-Propr.HAPLN4,SCYL1
27891,SUCLA2.1,1.93E-17,0.322747329,0.39,0.353,1.19E-12,A-Propr.HAPLN4,SUCLA2
27892,FKBP5.5,2.02E-17,0.394670859,0.279,0.226,1.25E-12,A-Propr.HAPLN4,FKBP5
27893,SPSB1,2.36E-17,0.306050704,0.329,0.286,1.46E-12,A-Propr.HAPLN4,SPSB1
27894,FIBP.4,2.53E-17,0.257772212,0.572,0.562,1.56E-12,A-Propr.HAPLN4,FIBP
27895,ESRRA.3,2.85E-17,0.271260195,0.338,0.292,1.76E-12,A-Propr.HAPLN4,ESRRA
27896,BTF3.2,2.93E-17,0.264636807,0.198,0.144,1.81E-12,A-Propr.HAPLN4,BTF3
